url,titulo,endereco_completo,ultimo_lance,leiloeiro,vendido_por,descricao,desc_apartamento,desc_texto_completo,desc_área_construída,desc_área_privativa
https://www.superbid.net/oferta/predio-comercial-3396m-desocupada-em-sao-paulo-sp-3684916,Prédio Comercial 3.396m² DESOCUPADA em São Paulo/SP,Vendido por | GRANDE EMPRESA,,,GRANDE EMPRESA,,,"Prédio Comercial
CARACTERÍSTICAS:
Ano da construção aproximadamente 1973
Área do Terreno: 352 m²
Área Construída: 3.396 m²
Matriculas nsº 63.638, 63.639, 63.640, 63.641, 74.456, 74.457, 76.411, 76.412, 76.413, 76.414, 76.415
Cadastrado na Prefeitura Municipal de São Paulo sob os números: 001.086.0025-4, 0026-2, 0027-0, 00...",3.396,
https://www.superbid.net/oferta/imovel-santo-andre-l2-3884041,IMÓVEL SANTO ANDRÉ L2,Vendido por | Tribunal de Justiça de São Paulo,97652.38,Otávio Martins Colucci,Tribunal de Justiça de São Paulo,,,"Lote 2 ¿
Parte ideal de 6,25% do imóvel
situado na Rua Marcilio Dias n 322, 326, 332,338, 344 e 346, esquina com a Rua Aguapei n' 636 e 638 ¿ Santa Maria ¿ SantoAndré/SP Matrícula ng- 115.604 do 12 C.R.I. de Santo André Número Contribuinte: 01.080.001
Valor Avaliação do Imóvel :
R$ 1.904.000,00 (um milhão novecentos e quatro mil reais)em fevereiro de 2020.
Valor...",,
https://www.superbid.net/oferta/imovel-rural-atg-280ha-fazenda-cravari-4144919,"Imóvel Rural A.T.G. 280ha, Fazenda Cravari",Vendido por | Tribunal de Justiça do Estado de São Paulo,22263810.25,Alexandre Travassos,Tribunal de Justiça do Estado de São Paulo,,,"Imóvel rural registrado na Matrícula n° 676, do 1° CRI de Campo Novo do Parecis/MT, a seguir descrito: Uma área rural com 280,4650 ha (duzentos e oitenta hectares, quarenta e seis ares e cinquenta centiares), denominada ''Fazenda Cravari'', situada neste Município e Comarca, dentro dos seguintes limites e confrontações: ''Norte: Eclair Diavan; Sul: Sílvio Costa Beber Stefanello; Leste: Osmar Bertotti e Amarildo Bertott...",,
https://www.superbid.net/oferta/apartamento-747m-6-vagas-jardim-paulistano-sao-paulo-sp-3818327,"Apartamento 747m², 6 vagas, Jardim Paulistano, São Paulo/SP",Vendido por | Grande Vendedor,,,Grande Vendedor,,",","Apartamento, 747m², 6 vagas, Desocupado, São Paulo/SP
Endereço: Rua Jean Sibelius - nº 35 - apto.16 - Ed. Golden Gate, Jardim Paulistano - São Paulo ¿ SP, CEP 01454-040
CARACTERÍSTICAS:
Área 747,34m²
7 quartos
6 banheiros
6 vagas
Varanda gourmet
Piscina
Salão de Festas
Academia
Sauna
Valor Aproximado de IPTU: R$ 105.061,67
Valor de Condomínio mensal: R$ 26.353,77
CÓD. 918
Info...",,
https://www.superbid.net/oferta/predio-comercial-9272m-desocupado-em-santos-sp-3682879,Prédio Comercial 9.272m² DESOCUPADO em Santos/SP,Vendido por | GRANDE EMPRESA,,,GRANDE EMPRESA,,,"Prédio comercial, com 7 Pavimentos , Térreo, 2 subsolos: e 155 vagas
CARACTERÍSTICAS
Ano de Construção: 2008
Área de Terreno: 2.085 m²
Área Construída: 9.272,47 m²
Matrículas nºs 2.056/2.703/8.791/10.731/34.787/34.788 e 37.938 3º CRI Santos/SP
Cadastrado na Prefeitura Municipal de Santos/SP sob o número: 64.023.009.000
...","9.272,47",
https://www.superbid.net/oferta/imovel-em-atibaia-l3-3884043,IMÓVEL EM ATIBAIA L3,Vendido por | Tribunal de Justiça de São Paulo,93549.34,Otávio Martins Colucci,Tribunal de Justiça de São Paulo,,,"Lote 3 ¿
Parte ideal de 14,20% do imóvel
situado na Estrada Goitacazes n 2 255 ¿Jardim Estancia Brasil ¿ Atibaia ¿ SP(Matrícula d- 20.654 do C.R.I. de Atibaia/SP Número Contribuinte:
Valor Avaliação do Imóvel
: R$ 803.000,00 (oitocentos e três mil mil reais) em fevereiro de2020.
Valor de Avaliação do Percentual Penhorado ( 14,20%):
R$ 114.000,00 (cento...",,
https://www.superbid.net/oferta/fazenda-agua-boa-888-ha-casa-sede-curral-galpao-excelente-hidrografia-em-camapua-ms-4074558,"FAZENDA ÁGUA BOA, 888 HA, CASA SEDE, CURRAL, GALPÃO, EXCELENTE HIDROGRAFIA EM CAMAPUÃ/MS",Vendido por | TRIBUNAL DE JUSTIÇA DE MATO GROSSO DO SUL,33161705.43,BRUNO BARRETO SANCHES,TRIBUNAL DE JUSTIÇA DE MATO GROSSO DO SUL,,,"DECISÃO DE FLS. 352:
""AUTORIZO a realização de nova alienação particular
sobre a integralidade do bem penhorado
nos autos""
A COMISSÃO DEVIDA AO LEILOEIRO NÃO SERÁ PAGA PELO ARREMATANTE
, conforme decisão interlocutória de fls. 384, item '2': ""
DEFIRO o pedido para que conste que, caso o valor...",,
https://www.superbid.net/oferta/predio-comercial-2962m-desocupado-em-salvador-ba-3684891,Prédio Comercial 2.962m² DESOCUPADO em Salvador/BA,Vendido por | GRANDE EMPRESA,,,GRANDE EMPRESA,,,"Prédio comercial, com 9 pavimentos e vagas de estacionamento
CARACTERÍSTICAS
Ano de Construção: 1998
Área de Terreno: 1.044 m²
Área Construída: 2.962 m²
Matrícula nº 33.770 do 3º CRI Salvador
Cadastrado na Prefeitura Municipal de Salvador/BA sob o número: 319.627-5
CÓD.P192
Planta aberta...",2.962,
https://www.superbid.net/oferta/terreno-de-14251631m-e-area-construida-de-3188906m-rod-pr-444-arapongas-pr-massa-falida-de-moveis-romera-4089851,"Terreno de 142.516,31m² e área construída de 31.889,06m², Rod PR-444, Arapongas/PR - Massa Falida De Móveis Romera",Vendido por | TRIBUNAL DE JUSTICA DO PARANA,88100000.00,joacir monzon pouey,TRIBUNAL DE JUSTICA DO PARANA,,,"Lote 02
:
IMÓVEL COM ÁREA DE TERRENO DE 142.516,31m² E ÁREA CONSTRUÍDA DE 31.889,06m², LOCALIZADO NA RODOVIA PR-444, MUNICÍPIO DE ARAPONGAS/PR
.
DESCRIÇÃO GERAL DO BEM
: Lote urbano, resultante da somatória das matrículas 1.162, 1.937 e 24.369 (lote 83-d,83-C e 99/A-183-E), em aclive, de formato irregular e área total de 142.516,31m², contendo benfeitorias c...",,
https://www.superbid.net/oferta/predio-comercial-3732m-desocupado-em-sao-paulo-sp-3682884,Prédio Comercial 3.732m² DESOCUPADO em São Paulo/SP,Vendido por | GRANDE EMPRESA,,,GRANDE EMPRESA,,,"Prédio comercial
CARACTERÍSTICAS:
Ano de Construção: 2002
Área do terreno: 3.034 m²
Área construída: 3.732 m²
Vagas de estacionamento.
Matricula nº 129.709 do 12º CRI de São Paulo/SP.
Cadastrado na Prefeitura Municipal de São Paulo sob o número: 060.275.0018-2
CÓD. P58
Ex...",,
https://www.superbid.net/oferta/area-rural-em-barueri-sp-4133865,Área Rural em Barueri - SP,Vendido por | TRIBUNAL REGIONAL DO TRABALHO DA 15ª REGIÃO,16800000.00,Thiago Campos Triveloni,TRIBUNAL REGIONAL DO TRABALHO DA 15ª REGIÃO,,,"BEM IMÓVEL - Matrícula 86503, do 1º CRI de Barueri - SP:
UMA ÁREA RURAL, destacada do imóvel denominado lote nº IV, na Fazenda Santa Izabel, desmembrada dos imóveis denominados Pires Icavetá, Nossa Senhora da Conceição do Ivuturuna ou Capela Velha, situado no Distrito e Município de Santana de Parnaíba, Comarca de B...",,
https://www.superbid.net/oferta/apto-53m-centro-diadema-sp-ocupado-4124539,"Apto. 53m², Centro, Diadema/SP - Ocupado",Vendido por | Banco Santander Brasil SA,367447.48,Alexandre Travassos,Banco Santander Brasil SA,,,"Apto. 53m², Centro, Diadema/SP ¿ Ocupado
Localização: Avenida Sete de Setembro, nº 58,  apto nº 121, Torre 02, Condomínio Home + Residencial, Bairro Centro, em Diadema/SP - CEP 09912-010
Área Privativa: 53m²
Área Comum: 38m²
01 vaga
Matrícula nº: 69.993
RGI: Oficial de Registro de Imóveis de Diadema/SP
Inscrição Prefeitura: 000003100687800
DOSSIÊ: 02.24833
Imóvel ocupado, a desocupação correrá...",,53
https://www.superbid.net/oferta/predio-comercial-2090m-desocupado-em-natal-rn-3700673,Prédio Comercial 2.090m² DESOCUPADO em Natal/RN,Vendido por | GRANDE EMPRESA,,,GRANDE EMPRESA,,,"Prédio Comercial 2.090m² DESOCUPADO em Natal/RN
CARACTERÍSTICAS:
Planta aberta
Estrutura sólida
Estacionamento amplo
36 vagas de Auto
Elevador
CÓD. P207
O imóvel situa-se em uma área predominantemente comercial. A região é reconhecida por sua infraestrutura desenvolvida, proximidade com importantes vias de acesso e a presença de diversos serviços e comércios, prop...",,
https://www.superbid.net/oferta/gleba-rural-62ha-pongai-sp-ocupada-4124518,"Gleba Rural 62ha, Pongai/SP - Ocupada",Vendido por | Banco Santander Brasil SA,3280798.66,Alexandre Travassos,Banco Santander Brasil SA,,,"Gleba Rural 62ha, Pongai/SP - Ocupada
Localização: Gleba desmembrada da Fazenda Promissão, na Estrada Estadual Pongai A Uru, Pongai/SP
Área: 62 hectares
Matrícula nº: 12.465
RGI: Oficial de Registro de Imóveis de Pirajui/SP
Inscrição Prefeitura: 000.043169.986-9
DOSSIÊ: 02.24812
Imóvel ocupado, a desocupação correrá por conta do adquirente, nos ter...",,
https://www.superbid.net/oferta/parte-ideal-correspondente-a-1-4-de-um-terreno-com-360000-m-zona-urbana-de-dourados-ms-3939537,"Parte ideal correspondente a 1/4 de um terreno com 3.600,00 m², zona urbana de Dourados/MS",Vendido por | TRIBUNAL DE JUSTIÇA DE MATO GROSSO DO SUL,238276.65,Poliana Mikejevs Calça,TRIBUNAL DE JUSTIÇA DE MATO GROSSO DO SUL,,,"Bem imóvel:
Parte ideal correspondente a 1/4
de um terreno determinado por Parte da ÁREA A1-2, Quinhão nº 02, desmembrada da Área A1 remanescente da Área A, formado por Parte do Quinhão 02, Parte da Fazenda Água Boa, zona urbana desta cidade, situado à rua Leônidas Além, nº 1230, lado par, esquina com a Rua Pureza Carneiro Alves, de formato regular,",,
https://www.superbid.net/oferta/imovel-com-area-de-terreno-de-651265-m-e-area-construida-de-304985-m-rua-arequetiba-n-53-bonsucesso-rio-de-janeiro-rj-massa-falida-de-pluma-conforto-e-turismo-4085558,"IMÓVEL COM ÁREA DE TERRENO DE 6.512,65 M² E ÁREA CONSTRUÍDA DE 3.049,85 M², RUA AREQUETIBA, Nº 53 - BONSUCESSO, RIO DE JANEIRO/RJ - Massa Falida de Pluma Conforto e Turismo",Vendido por | TRIBUNAL DE JUSTICA DO PARANA,11860000.00,HELCIO KRONBERG,TRIBUNAL DE JUSTICA DO PARANA,,,"Lote 05
: IMÓVEL COM ÁREA DE TERRENO DE 6.512,65 M2 E ÁREA CONSTRUÍDA DE 3.049,85 M2, COM FRENTE PARA AS RUAS AREQUETIBA E DONA ISABEL, BAIRRO BONSUCESSO, MUNICÍPIO DO RIO DE JANEIRO/RJ.
BREVE DESCRIÇÃO DO BEM
: Ficam os interessados cientes de que o imóvel é formado pelas seguintes áreas: matrícula 90.460 (3.708,75m2), matrícula 18.181 (240,00m2), matrícula 18.182 (240,00m2), matrícula 30....",,
https://www.superbid.net/oferta/terreno-galpao-462681m-desocupado-belem-pa-3831863,"Terreno/Galpão 462.681m² Desocupado, Belém/PA",Vendido por | Grande Vendedor,,,Grande Vendedor,,,"Terreno/Galpão, 462.681m² Desocupado, Belém/PA
Endereço: Av. Augusto Montenegro, km 10 - nº 1.037, Tenone, Belém/PA
CARACTERÍSTICAS:
Área 462.681,63m²
Excelente complexo de Galpões na Rodovia Augusto Montenegro em Belém do Pará com 462.681,63m² de terreno e 69.313m² de área construída. Importante eixo viário, próximo do aeroporto e ótimo para atividades industriais, armazenamento ou logística. Loteamento e/ou desenvo...",,
https://www.superbid.net/oferta/predio-comercial-5264m-desocupado-na-bela-vista-sao-paulo-sp-3682865,Prédio Comercial 5.264m² Desocupado na Bela Vista - São Paulo/SP,Vendido por | GRANDE EMPRESA,,,GRANDE EMPRESA,,,"Prédio Comercial com 51 vagas de garagem
CARACTERÍSTICAS:
Ano da Construção: 2021
Lajes / 02 pavimentos
Área do terreno: 4.553,52m²
Área construída: 5.264,10m²
51 vagas de automóveis
Matricula nº 190.791
Cadastrado na Prefeitura Municipal de São Paulo/SP sob o número: 010.035.0033-1
CÓD. P531<...",,
https://www.superbid.net/oferta/lote-de-terreno-do-setor-hoteleiro-norte-com-a-area-total-de-480m-e-edificacao-construida-de-793300m-denominado-como-hotel-aracoara-4090393,"Lote de terreno do Setor Hoteleiro Norte com a área total de 480m² e edificação construída de 7.933,00m² denominado como HOTEL ARACOARA",Vendido por | Tribunal Regional do Trabalho da 10ª Região,,,Tribunal Regional do Trabalho da 10ª Região,,,"Lote de terreno designado pela letra C, da Quadra HN-5, do Setor Hoteleiro Norte (SH/NORTE), medindo: 32,00m pelos lados Norte e Sul e 15,00m pelos lados leste e oeste, ou seja, a área de 480m2, limitando-se com logradouros públicos por todos os lados, e respectivo prédio nele edificado com a área total construída de 7.933,00m2, denominado como HOTEL ARACOARA. matrícula 3.951 do Cartório do 2º Ofício de Registro de Imóveis do DF. Atual...",,
https://www.superbid.net/oferta/629375ha-equivalentes-a-50-do-lote-de-terras-desmembrados-do-lote-santa-lucia-denominado-lote-04-em-tapurah-mt-matricula-n-4632-3927146,"629,375ha equivalentes a 50% do lote de terras, desmembrados do lote Santa Lúcia, denominado Lote 04, em Tapurah/MT, matrícula nº 4.632",Vendido por | Tribunal de Justiça do Estado de Mato Grosso,15876575.84,Poliana Mikejevs Calça,Tribunal de Justiça do Estado de Mato Grosso,,,"Bem:
Área de Terras com área de 629,375ha equivalentes a 50% (cinquenta por cento) do lote de terras, AT 1.258,75ha, desmembrados do lote Santa Lúcia, denominado Lote 04,
atualmente denominada Fazenda Santa Maria, localizada em Tapurah/MT - R.10
in fine
, situado no município de Diamantino/MT. Limites e confrontações descritos na matrícula nº 4632 do CRI de Diamantino/MT, avaliadas em R$ 9.597.968...",,
