data,titulo,preco,localizacao,descricao,forma_pagamento,metragem,caracteristicas,pagina
31/07/2025 15:12,n/a,75.000,n/a,"Imóvel:São Paulo/SP. Bela Vista. Lugar individual n° 66, localizado no 2° sub- solo, do Edifício Numa de Oliveira, situado na Avenida Paulista, n° 1.009 ( entrada principal), correspondendo-lhe a fração ideal de 1/149 ávos dototal da garagem, a qual em seu todo, tem a área construída de 5.587,61m² e o n° de Contribuinte sob o n° 009.062.0043-1, melhor descrito e caracterizado na Matrícula sob nº 98.549   do 4° Cartório de Registro de Imóveis de São Paulo/SP.Obs.1: O imóvel está sendo comercializado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar sua proposta, considerando possíveis regularizações posteriores a venda. Obs.2: Os débitos Condomínio vincendas (parcelas a vencer), deverão ser apurados pelo comprador e a partir da data da compra será de sua responsabilidade efetuar os pagamentos.Obs.3: Caso haja construção pendente de averbação no RI, ficará a cargo do arrematante regularizar. Obs.4: Sobre o imóvel recaí ação de execução fiscal, processo nº 00011581920114036133  em trâmite na01ª Vara Federal de Mogi das Cruzes - MOGI DAS CRUZES. Penhora R9, R10, R12, R13. Obs.5: Se o imóvel estiver ocupado, a desocupação do imóvel, ficará por conta do comprador.","Os pagamentos relativos aos negócios no Comprei serão feitos mediante DARF (Documento de Arrecadação de Receitas Federais) ou DJE emitido na plataforma. O comprador pagará ao intermediário deste anúncio, a título de comissão, o percentual fixado em decisão judicial ou administrativa que será pago via transferência bancária.",n/a,n/a,1
31/07/2025 15:15,n/a,75.000,n/a,"Imóvel:São Paulo/SP. Bela Vista. Lugar individual n° 67, localizado no 2° sub-solo, do Edifício Numa de Oliveira, situado na Avenida Paulista, n° 1.009 ( entrada principal), correspondendo-lhe a fração ideal de 1/149 ávos dototal da garagem, a qual em seu todo, tem a área construída de 5.587,61m² e o n° de Contribuinte sob o n° 009.062.0043-1, melhor descrito e caracterizado na Matrícula sob nº 98.550   do 4° Cartório de Registro de Imóveis de São Paulo/SP. Obs.1: O imóvel está sendo comercializado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar sua proposta, considerando possíveis regularizações posteriores a venda. Obs.2: Os débitos Condomínio vincendas (parcelas a vencer), deverão ser apurados pelo comprador e a partir da data da compra será de sua responsabilidade efetuar os pagamentos.Obs.3: Caso haja construção pendente de averbação no RI, ficará a cargo do arrematante regularizar. Obs.4: Sobre o imóvel recaí ação de execução fiscal, processo nº 00011581920114036133  em trâmite na01ª Vara Federal de Mogi das Cruzes - MOGI DAS CRUZES. Penhora R9, R10, R12, R13. Obs.5: Se o imóvel estiver ocupado, a desocupação do imóvel, ficará por conta do comprador.","Os pagamentos relativos aos negócios no Comprei serão feitos mediante DARF (Documento de Arrecadação de Receitas Federais) ou DJE emitido na plataforma. O comprador pagará ao intermediário deste anúncio, a título de comissão, o percentual fixado em decisão judicial ou administrativa que será pago via transferência bancária.",n/a,n/a,1
31/07/2025 15:18,n/a,75.000,n/a,"Imóvel: São Paulo/SP. Bela Vista. Lugar individual n° 68, localizado no 2° sub- solo, do Edifício Numa de Oliveira, situado na Avenida Paulista, n° 1.009 ( entrada principal), correspondendo-lhe a fração ideal de 1/149 ávos dototal da garagem, a qual em seu todo, tem a área construída de 5.587,61m² e o n° de Contribuinte sob o n° 009.062.0043-1, melhor descrito e caracterizado na Matrícula sob nº 98.551   do 4° Cartório de Registro de Imóveis de São Paulo/SP. Obs.1: O imóvel está sendo comercializado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar sua proposta, considerando possíveis regularizações posteriores a venda. Obs.2: Os débitos Condomínio vincendas (parcelas a vencer), deverão ser apurados pelo comprador e a partir da data da compra será de sua responsabilidade efetuar os pagamentos.Obs.3: Caso haja construção pendente de averbação no RI, ficará a cargo do arrematante regularizar. Obs.4: Sobre o imóvel recaí ação de execução fiscal, processo nº 00011581920114036133  em trâmite na01ª Vara Federal de Mogi das Cruzes - MOGI DAS CRUZES. Penhora R9, R10, R12, R13. Obs.5: Se o imóvel estiver ocupado, a desocupação do imóvel, ficará por conta do comprador.","Os pagamentos relativos aos negócios no Comprei serão feitos mediante DARF (Documento de Arrecadação de Receitas Federais) ou DJE emitido na plataforma. O comprador pagará ao intermediário deste anúncio, a título de comissão, o percentual fixado em decisão judicial ou administrativa que será pago via transferência bancária.",n/a,n/a,1
31/07/2025 15:21,n/a,75.000,n/a,"Imóvel: São Paulo/SP. Bela Vista. Lugar individual n° 69, localizado no 2° sub-solo, do Edifício Numa de Oliveira, situado na Avenida Paulista, n° 1.009 ( entrada principal), correspondendo-lhe a fração ideal de 1/149 ávos dototal da garagem, a qual em seu todo, tem a área construída de 5.587,61m² e o n° de Contribuinte sob o n° 009.062.0043-1, melhor descrito e caracterizado na Matrícula sob nº 98.552   do 4° Cartório de Registro de Imóveis de São Paulo/SP.Obs.1: O imóvel está sendo comercializado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar sua proposta, considerando possíveis regularizações posteriores a venda. Obs.2: Os débitos Condomínio vincendas (parcelas a vencer), deverão ser apurados pelo comprador e a partir da data da compra será de sua responsabilidade efetuar os pagamentos.Obs.3: Caso haja construção pendente de averbação no RI, ficará a cargo do arrematante regularizar. Obs.4: Sobre o imóvel recaí ação de execução fiscal, processo nº 00011581920114036133  em trâmite na01ª Vara Federal de Mogi das Cruzes - MOGI DAS CRUZES. Penhora R9, R10, R12, R13. Obs.5: Se o imóvel estiver ocupado, a desocupação do imóvel, ficará por conta do comprador.","Os pagamentos relativos aos negócios no Comprei serão feitos mediante DARF (Documento de Arrecadação de Receitas Federais) ou DJE emitido na plataforma. O comprador pagará ao intermediário deste anúncio, a título de comissão, o percentual fixado em decisão judicial ou administrativa que será pago via transferência bancária.",n/a,n/a,1
31/07/2025 15:24,n/a,472.500,n/a,"Imóvel:Recife/PE. Boa Viagem. Apartamento de n° 701, localizado no 7° pavimento elevado do Edifício LE CHATEAU BLOIS, situado na Rua General Americano Freire n° 798, em Boa Viagem, com área privativa de 128,34m², com direito a uma vaga de estacionamento e Inscrição Municipal sob n° 6.1835.170.02.0252.0013.7 melhor descrito e caracterizado na Matrícula sob nº 59.992   do 1° Registro de Imóveis de Recife/PE.Obs.1: O imóvel está sendo comercializado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar sua proposta, considerando possíveis regularizações posteriores a venda. Obs.2: Os débitos de IPTU e Condomínio vincendas (parcelas a vencer), deverão ser apurados pelo comprador e a partir da data da compra será de sua responsabilidade efetuar os pagamentos.Obs.3: Caso haja construção pendente de averbação no RI, será regularizada pelo arrematante. Obs.4: Sobre o imóvel recaí ação de execução fiscal, processo nº 00099598620164058300, em trâmite na 33ª Vara Federal - RECIFE. HIPOTECA (R11), PENHORA (R12)DÉBITOS DE CONDOMÍNIOS FICAM A CARGO DO ADQUIRENTE. Obs.5: Se o imóvel estiver ocupado, a desocupação do imóvel, ficará por conta do comprador.","Os pagamentos relativos aos negócios no Comprei serão feitos mediante DARF (Documento de Arrecadação de Receitas Federais) ou DJE emitido na plataforma. O comprador pagará ao intermediário deste anúncio, a título de comissão, o percentual fixado em decisão judicial ou administrativa que será pago via transferência bancária.",n/a,n/a,1
31/07/2025 15:27,n/a,588.000,n/a,"Imóvel:São Paulo/SP.  Higienópolis. Apartamento n° 122, localizado nos 12° e 13° andares do Edifício The Park Hall, situado na Rua Aracaju, n° 66, com área útil de 98,64m², área comum de garagem com 1 vaga indeterminada e inscrição municipal sob o n° de 011.092.0007-2 e melhor descrito e caracterizado na Matrícula sob nº 62.597   do 5° Cartório de Registro de Imóveis de São Paulo/SP. Obs.1: O imóvel está sendo comercializado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar sua proposta, considerando possíveis regularizações posteriores a venda. Obs.2: Os débitos de Condomínio vincendas (parcelas a vencer), deverão ser apurados pelo comprador e a partir da data da compra será de sua responsabilidade efetuar os pagamentos.Obs.3: Caso haja construção pendente de averbação no RI, ficará a cargo do arrematante a regularização. Obs.4: Sobre o imóvel recaí ação de execução fiscal, processo nº00181682020138130596, em trâmite na 02ª Vara Cível. Indisponibilidade Av-11, Av-12Penhora Av-08 Obs.5: Se o imóvel estiver ocupado, a desocupação do imóvel, ficará por conta do comprador.","Os pagamentos relativos aos negócios no Comprei serão feitos mediante DARF (Documento de Arrecadação de Receitas Federais) ou DJE emitido na plataforma. O comprador pagará ao intermediário deste anúncio, a título de comissão, o percentual fixado em decisão judicial ou administrativa que será pago via transferência bancária.",n/a,n/a,1
31/07/2025 15:30,n/a,350.000,n/a,"Imóvel: Rio de Janeiro/RJ. Jardim Guanabara. Apartamento n° S-101, do Edifício situado na Rua Gregorio de Castro Moraes 728-F, melhor descrito e caracterizado na Matrícula sob nº 57.710 do Registro de Imóveis do 11°Ofício da Comarca do Rio de Janeiro/RJ. Obs.1: O imóvel está sendo comercializado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar sua proposta, considerando possíveis regularizações posteriores a venda. Obs.2: Os débitos de IPTU e vincendas (parcelas a vencer), deverão ser apurados pelo comprador e a partir da data da compra será de sua responsabilidade efetuar os pagamentos.Obs.3: Construção pendente de averbação no RI. Obs.4: Sobre o imóvel recaí ação fiscal, processo nº 00094414020174025101 em trâmite na 06ª Vara Federal de Execução Fiscal do Rio de Janeiro. Penhora FN. Obs.5: Se o imóvel estiver ocupado, a desocupação do imóvel, ficará por conta do comprador.","Os pagamentos relativos aos negócios no Comprei serão feitos mediante DARF (Documento de Arrecadação de Receitas Federais) ou DJE emitido na plataforma. O comprador pagará ao intermediário deste anúncio, a título de comissão, o percentual fixado em decisão judicial ou administrativa que será pago via transferência bancária.",n/a,n/a,1
31/07/2025 15:33,n/a,115.000,n/a,"Sorocaba/SP. Jardim dos Estados. Apartamento n° 21, do Edifício Orion situado na Rua José Marchi n° 509, com área total de 72,63m² e Inscrição Imobiliária sob o n° 43.32.61.0145.01.004, melhor descrito e caracterizado na Matrícula sob nº 56.605 do Segundo Oficial de Registro de Imóveis de Sorocaba/SP. Obs.1: O imóvel está sendo comercializado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar sua proposta, considerando possíveis regularizações posteriores a venda. Obs.2: Os débitos de IPTU e vincendas (parcelas a vencer), deverão ser apurados pelo comprador e a partir da data da compra será de sua responsabilidade efetuar os pagamentos.Obs.3: Caso haja construção pendente de averbação, caberá ao arrematante a regularização Obs.4: Sobre o imóvel recaí ação fiscal, processo nº 00051201720144036110 em trâmite na 8ª Vara de Execuções Fiscais Federal de São Paulo. Hipoteca (R.4, R.5) Indisponibilidade (AV.6, AV.7, AV.8) Penhora (AV.9). Obs.5: Se o imóvel estiver ocupado, a desocupação do imóvel, ficará por conta do comprador.","Os pagamentos relativos aos negócios no Comprei serão feitos mediante DARF (Documento de Arrecadação de Receitas Federais) ou DJE emitido na plataforma. O comprador pagará ao intermediário deste anúncio, a título de comissão, o percentual fixado em decisão judicial ou administrativa que será pago via transferência bancária.",n/a,n/a,1
31/07/2025 15:36,n/a,9.650.000,n/a,"Imóvel: São Paulo/SP. Barra Funda. Um prédio e respectivo terreno situados na Rua do Bosque n° 838, com área total de 4.092m² melhor descrito e caracterizado nas Matrículas nº 55.562 e n° 75.671 do 15° Cartório de Registro de Imóveis de São Paulo/SP. Obs.1: O imóvel está sendo comercializado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar sua proposta, considerando possíveis regularizações posteriores a venda. Obs.2: Os débitos de IPTU e vincendas (parcelas a vencer), deverão ser apurados pelo comprador e a partir da data da compra será de sua responsabilidade efetuar os pagamentos.Obs.3: Construção pendente de averbação no RI. Obs.4: Sobre o imóvel recaí ação fiscal, processo nº 00179871520174036182 em trâmite na 5ª Vara de Execuções Fiscais Federal de São Paulo. Hipoteca (R.2, R.3, R.4, R.5, R.7, R.8) Indisponibilidade (AV.16, AV.17, AV.43, AV.51, AV.57, AV.64, AV.67, AV.74, AV.78) Arrolamento (R.9, R.11) Penhora (AV.11, AV.12, AV.13, AV.14, AV.15, AV.17, AV.18, AV.19, AV.20, AV.21, AV.22, AV.24, AV.25, AV.26, AV.27, AV.28, AV.29, AV.30, AV.31, AV.32, AV.33, AV.34, AV.35, AV.37, AV.38, AV.39, AV.40, AV.44, AV.45, AV.46, AV.47, AV.48, AV.49, AV.52, AV.53, AV.59, AV.61, AV.62, AV.63, AV.68, AV.69, AV.70, AV.71, AV.72, AV.73, AV.76, AV.77, AV.80, AV.81). Obs.5: Se o imóvel estiver ocupado, a desocupação do imóvel, ficará por conta do comprador.","Os pagamentos relativos aos negócios no Comprei serão feitos mediante DARF (Documento de Arrecadação de Receitas Federais) ou DJE emitido na plataforma. O comprador pagará ao intermediário deste anúncio, a título de comissão, o percentual fixado em decisão judicial ou administrativa que será pago via transferência bancária.",n/a,n/a,1
05/08/2025 11:00,n/a,482.400,n/a,"Rio de Janeiro/RJ.  Bairro Centro. 6º Pavimento do Edifício Montreal, composto de 5 salões, situado na Avenida Presidente Vargas nº 509, com área útil 396,28m², melhor descrito e caracterizado na Matrícula sob nº 20380 do 2º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. DESOCUPADO. Obs.1: O imóvel está sendo leiloado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar seus lances considerando possíveis regularizações posteriores ao leilão. Obs.2: Os débitos de IPTU, encargos e Condomínio vincendas (parcelas a vencer), deverão ser apurados e pagos pelo arrematante, sem direito a reembolso, a partir da data do leilão. Visitas deverão ser previamente agendadas no Setor de Imóveis com o Emerson, pelo telefone: (11) 2464- 6460 ou por meio do e-mail af@sodresantoro.com.br.",O pagamento desse lote será feito por meio de transferência bancária e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada.,n/a,n/a,1
05/08/2025 11:02,n/a,482.400,n/a,"Rio de Janeiro/RJ.  Bairro Centro. 7º Pavimento do Edifício Montreal, composto de 5 salões, situado na Avenida Presidente Vargas nº 509, com área útil 396,28m², melhor descrito e caracterizado na Matrícula sob nº 20660 do 2º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. DESOCUPADO.  Obs.1: O imóvel está sendo leiloado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar seus lances considerando possíveis regularizações posteriores ao leilão. Obs.2: Os débitos de IPTU, encargos e Condomínio vincendas (parcelas a vencer), deverão ser apurados e pagos pelo arrematante, sem direito a reembolso, a partir da data do leilão. Visitas deverão ser previamente agendadas no Setor de Imóveis com o Emerson, pelo telefone: (11) 2464- 6460 ou por meio do e-mail af@sodresantoro.com.br.",O pagamento desse lote será feito por meio de transferência bancária e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada.,n/a,n/a,1
05/08/2025 11:04,n/a,482.400,n/a,"Rio de Janeiro/RJ.  Bairro Centro. 9º Pavimento do Edifício Montreal, constituído de 5 salões, situado na Avenida Presidente Vargas nº 509, com área útil 396,28m² melhor descrito e caracterizado na Matrícula sob nº 20379 do 2º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. DESOCUPADO. Obs.1: O imóvel está sendo leiloado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar seus lances considerando possíveis regularizações posteriores ao leilão. Obs.2: Os débitos de IPTU, encargos e Condomínio vincendas (parcelas a vencer), deverão ser apurados e pagos pelo arrematante, sem direito a reembolso, a partir da data do leilão. Visitas deverão ser previamente agendadas no Setor de Imóveis com o Emerson, pelo telefone: (11) 2464- 6460 ou por meio do e-mail af@sodresantoro.com.br.",O pagamento desse lote será feito por meio de transferência bancária e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada.,n/a,n/a,1
05/08/2025 11:06,n/a,200.000,n/a,"Rio de Janeiro/RJ.  Bairro Centro. Sobreloja n° 204 do Edifício Inconfidentes, com área útil 128,00m², situado na Avenida Graça Aranha nº 19, melhor descrito e caracterizado na Matrícula sob nº 12925-2-AC do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. DESOCUPADO. Obs.1: O imóvel está sendo leiloado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar seus lances considerando possíveis regularizações posteriores ao leilão. Obs.2: Os débitos de IPTU, encargos e Condomínio vincendas (parcelas a vencer), deverão ser apurados e pagos pelo arrematante, sem direito a reembolso, a partir da data do leilão. Visitas deverão ser previamente agendadas no Setor de Imóveis com o Emerson, pelo telefone: (11) 2464- 6460 ou por meio do e-mail af@sodresantoro.com.br.",O pagamento desse lote será feito por meio de transferência bancária e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada.,n/a,n/a,1
05/08/2025 11:08,n/a,144.000,n/a,"Rio de Janeiro/RJ.  Bairro Centro. Sala Comercial n° 401 do Edifício Inconfidentes, situado na Avenida Graça Aranha nº 19, com área útil 92,00m², melhor descrito e caracterizado na Matrícula sob nº 12926-2-AD do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. DESOCUPADO. Obs.1: O imóvel está sendo leiloado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar seus lances considerando possíveis regularizações posteriores ao leilão. Obs.2: Os débitos de IPTU, encarogos e Condomínio vincendas (parcelas a vencer), deverão ser apurados e pagos pelo arrematante, sem direito a reembolso, a partir da data do leilão. Visitas deverão ser previamente agendadas no Setor de Imóveis com o Emerson, pelo telefone: (11) 2464- 6460 ou por meio do e-mail af@sodresantoro.com.br.",O pagamento desse lote será feito por meio de transferência bancária e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada.,n/a,n/a,1
05/08/2025 11:10,n/a,164.800,n/a,"Rio de Janeiro/RJ.  Bairro Centro. Sala Comercial n° 403 do Edifício Inconfidentes, situado na Avenida Graça Aranha nº 19, com área útil 103,00m², melhor descrito e caracterizado na Matrícula sob nº 12927-2-AE do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. LOCADO. Obs.1: O imóvel está sendo leiloado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar seus lances considerando possíveis regularizações posteriores ao leilão. Obs.2: Os débitos de IPTU, encargos e Condomínio vincendas (parcelas a vencer), deverão ser apurados e pagos pelo arrematante, sem direito a reembolso, a partir da data do leilão. Obs. 3: Imóvel locado com contrato não residencial celebrado com 01 empresa , que realiza o pagamento de forma integral ao Vendedor, valor aproximado do aluguel de R$1.500,00 (um mil e quinhentos reais) mensal, com renovação automática, caso nenhuma parte se oponha. Visitas deverão ser previamente agendadas no Setor de Imóveis com o Emerson, pelo telefone: (11) 2464- 6460 ou por meio do e-mail af@sodresantoro.com.br.",O pagamento desse lote será feito por meio de transferência bancária e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada.,n/a,n/a,1
05/08/2025 11:12,n/a,360.000,n/a,"Rio de Janeiro/RJ.  Bairro Centro. Sala nº 312 do Edifício Guinle, situado na Avenida Rio Branco nº 135, com área útil 90,00m², melhor descrito e caracterizado na Matrícula sob nº 15362-2-Z do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. Rio de Janeiro/RJ.  Bairro Centro. Sala nº 313 do Edifício Guinle, situado na Avenida Rio Branco nº 135, com área útil 37,00m², melhor descrito e caracterizado na Matrícula sob nº 15363-2-AA do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. Rio de Janeiro/RJ.  Bairro Centro. Sala nº 314 do Edifício Guinle, situado na Avenida Rio Branco nº 135, com área útil 37,00, melhor descrito e caracterizado na Matrícula sob nº 15364-2-AB do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. Rio de Janeiro/RJ.  Bairro Centro. Sala nº 315 do Edifício Guinle, situado na Avenida Rio Branco nº 135, com área útil 37,00, melhor descrito e caracterizado na Matrícula sob nº 15365-2-AC do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. Rio de Janeiro/RJ.  Bairro Centro. Sala nº 316 do Edifício Guinle, situado na Avenida Rio Branco nº 135, com área útil 37,00, melhor descrito e caracterizado na Matrícula sob nº 15366-2-AC do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. Rio de Janeiro/RJ.  Bairro Centro. Sala nº 317 do Edifício Guinle, situado na Avenida Rio Branco nº 135, com área útil 37,00, melhor descrito e caracterizado na Matrícula sob nº 15367-2-AE do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. Rio de Janeiro/RJ.  Bairro Centro. Sala nº 318 do Edifício Guinle, situado na Avenida Rio Branco nº 135, com área útil 37,00, melhor descrito e caracterizado na Matrícula sob nº 15368-2-AF do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. Rio de Janeiro/RJ.  Bairro Centro. Sala nº 319 do Edifício Guinle, situado na Avenida Rio Branco nº 135, com área útil 37,00, melhor descrito e caracterizado na Matrícula sob nº 15369-2-AG do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ.  DESOCUPADO. Obs.1: O imóvel está sendo leiloado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar seus lances considerando possíveis regularizações posteriores ao leilão. Obs.2: Os débitos de IPTU, encargos e Condomínio vincendas (parcelas a vencer), deverão ser apurados e pagos pelo arrematante, sem direito a reembolso, a partir da data do leilão. Visitas deverão ser previamente agendadas no Setor de Imóveis com o Emerson, pelo telefone: (11) 2464- 6460 ou por meio do e-mail af@sodresantoro.com.br.",O pagamento desse lote será feito por meio de transferência bancária e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada.,n/a,n/a,1
06/08/2025 11:00,n/a,396.618,n/a,"Lote 01 - Apartamento n° 03, localizado no andar térreo do (Edifício Três Reginas), situado na Rua Itaipú, n° 255, no 21º Subdistrito da Saúde, São Paulo/SP, com as seguintes medidas: área útil de 51,150 m²; área comum de 21,482 m² e área total de 72,632 m²; correspondendo-lhe a fração ideal de 2,501% no terreno, e cabendo-lhe o direito ao uso de uma vaga de garagem localizada no subsolo do edifício, em local indeterminado e sujeito a manobrista.Matrícula nº 209.980, do 14º CRI da Capital/SPContribuinte municipal nº 045.142.0093-1Avaliação: R$ 391.000,00 (março/2025)",O pagamento desse lote será feito por meio de uma guia de depósito judicial e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada. Toda a instrução de pagamento será enviada ao e-mail cadastrado do vencedor.,n/a,n/a,1
06/08/2025 11:03,n/a,346.914,n/a,"Lote 02 - Apartamento n° 07, localizado no pavimento térreo do (Edifício Três Reginas), situado na Rua Itaipú, n° 255, no 21º Subdistrito da Saúde, São Paulo/SP, com as seguintes medidas: área útil de 48,920 m²; área comum de 20,546 m² e área total de 69,466 m²; correspondendo-lhe a fração ideal no terreno de 2,392%.Matrícula nº 209.982, do 14º CRI da Capital/SPContribuinte municipal nº 045.142.0097-2Avaliação: R$ 342.000,00 (março/2025)Foram identificados, por meio de consulta ao site da Prefeitura local realizada em julho de 2025, valores de IPTU a vencer referentes aos meses de julho a novembro, totalizando R$ 833,65.",O pagamento desse lote será feito por meio de uma guia de depósito judicial e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada. Toda a instrução de pagamento será enviada ao e-mail cadastrado do vencedor.,n/a,n/a,1
06/08/2025 11:06,n/a,450.379,n/a,"Lote 03 - Apartamento n° 12, localizado no 1º andar do (Edifício Três Reginas), situado na Rua Itaipú, n° 255, no 21º Subdistrito da Saúde, São Paulo/SP, com as seguintes medidas: área útil de 61,880 m²; área comum de 25,9884 m² e área total de 87,868 m²; correspondendo-lhe a fração ideal de 3,026% no terreno, e cabendo-lhe o direito ao uso de uma vaga de garagem localizada no subsolo do edifício, em local indeterminado e sujeito a manobrista.Matrícula nº 209.984, do 14º CRI da Capital/SPContribuinte municipal nº 045.142.0101-4Avaliação: R$ 444.000,00 (março/2025)Foram identificados, por meio de consulta ao site da Prefeitura local realizada em julho de 2025, valores de IPTU a vencer referentes aos meses de julho a novembro, totalizando R$ 1.106,45.",O pagamento desse lote será feito por meio de uma guia de depósito judicial e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada. Toda a instrução de pagamento será enviada ao e-mail cadastrado do vencedor.,n/a,n/a,1
06/08/2025 11:09,n/a,460.523,n/a,"Lote 04 - Apartamento n° 22, localizado no 2º andar do (Edifício Três Reginas), situado na Rua Itaipú, n° 255, no 21º Subdistrito da Saúde, São Paulo/SP, com as seguintes medidas: área útil de 61,880 m²; área comum de 25,9884 m² e área total de 87,868 m²; correspondendo-lhe a fração ideal de 3,026% no terreno, e cabendo-lhe o direito ao uso de uma vaga de garagem localizada no subsolo do edifício, em local indeterminado e sujeito a manobrista.Matrícula nº 215.436, do 14º CRI da Capital/SPContribuinte municipal nº 045.142.0109-1Avaliação: R$ 454.000,00 (março/2025)Foram identificados, por meio de consulta ao site da Prefeitura local realizada em julho de 2025, valores de IPTU a vencer referentes aos meses de julho a novembro, totalizando R$ 1.106,45.",O pagamento desse lote será feito por meio de uma guia de depósito judicial e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada. Toda a instrução de pagamento será enviada ao e-mail cadastrado do vencedor.,n/a,n/a,1
