tipo_imovel,endereco,Link,rotulo,Valor (R$),Data,ocupado,Matrícula,Link do Processo,leiloeiro,Visitação,Formas de Pagamento,Direito de Preferência,Descrição do imóvel,Observações Gerais,Observações Adicionais,Status de Ocupação,Direitos do Compromissário,Andar,Detalhes dos Direitos,Link Saiba Mais,Link do Processo Judicial,Metragem construída,Metragem privativa,Metragem terreno,Metragem total,Metragem útil,Quartos,Status Leilão,Total_Fotos,Vagas
N/A,"Caldas Novas / GO - Do Turista 2ª Etapa Rua 11,  249",https://www.portalzuk.com.br/imovel/go/caldas-novas/do-turista-2ª-etapa/rua-11-249/33552-205972,Lance inicial,325440.0046,22/07/2025 às 11:23,Este imóvel encontra-se ocupado no momento.,"128.418 do 1º CRI -  Caldas Novas/GO
                                      -  Nº Contribuinte: 902863",,Banco Santander,N/A,,,N/A,"a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.","a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,"154,00m²",,"245,00m²",,,,Imóvel ocupado,0,
N/A,"Aracaju / SE - Jardins Avenida Jorge Amado,  1500",https://www.portalzuk.com.br/imovel/se/aracaju/jardins/avenida-jorge-amado-1500/33552-205973,Lance inicial,405360.0050,22/07/2025 às 11:24,Este imóvel encontra-se ocupado no momento.,"63.830 do 5º CRI -  Aracaju/SE
                                      -  Nº Contribuinte: 2601073027201030",,Banco Santander,N/A,,,N/A,"a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.","a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,,,,,"95,00m²",,Imóvel ocupado,0,
N/A,"Mongaguá / SP - Centro Travessa José Jacob Seckler,  93",https://www.portalzuk.com.br/imovel/sp/mongagua/centro/travessa-jose-jacob-seckler-93/33552-205974,Lance inicial,90720.0048,22/07/2025 às 11:24,Este imóvel encontra-se ocupado no momento.,"31.258 do 1º CRI -  Mongaguá/SP
                                      -  Nº Contribuinte: 00000801585",,Banco Santander,N/A,,,N/A,"a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.","a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,"66,00m²",,"250,00m²",,,,Imóvel ocupado,0,
N/A,"Rio de Janeiro / RJ - Penha Avenida Braz de Pina,  38",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/penha/avenida-braz-de-pina-38/33552-205975,Lance inicial,95760.0050,22/07/2025 às 11:25,Este imóvel encontra-se ocupado no momento.,"62.102 do 8º CRI -  Rio de Janeiro/RJ
                                      -  Nº Contribuinte: 04945093",,Banco Santander,N/A,,,N/A,"a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.","a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,,,,,"65,00m²",,Imóvel ocupado,0,
N/A,"Caxias do Sul / RS - Madureira Rua Doutor Gastão Festugatto,  124",https://www.portalzuk.com.br/imovel/rs/caxias-do-sul/madureira/rua-doutor-gastao-festugatto-124/33552-205976,Lance inicial,335520.0050,22/07/2025 às 11:25,Este imóvel encontra-se ocupado no momento.,114.282 do 1º CRI -  Caxias do Sul/RS,,Banco Santander,N/A,,,N/A,"a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.","a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,,,,,"114,00m²",,Imóvel ocupado,0,
N/A,"Itaboraí / RJ - Centro Rua Fagundes Varella,  245",https://www.portalzuk.com.br/imovel/rj/itaborai/centro/rua-fagundes-varella-245/33552-205977,Lance inicial,127440.0049,22/07/2025 às 11:26,Este imóvel encontra-se ocupado no momento.,"47.013 do 2º CRI -  Itaboraí/RJ
                                      -  Nº Contribuinte: 189489",,Banco Santander,N/A,,,N/A,"a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.","a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,,,,,"56,00m²",,Imóvel ocupado,0,
N/A,"Curitiba / PR - Tatuquara Rua Clotilde Hachenberg Monastier,  79",https://www.portalzuk.com.br/imovel/pr/curitiba/tatuquara/rua-clotilde-hachenberg-monastier-79/33552-205978,Lance inicial,79920.0049,22/07/2025 às 11:26,Este imóvel encontra-se ocupado no momento.,"222.521 do 8º CRI -  Curitiba/PR
                                      -  Nº Contribuinte: 897400160011",,Banco Santander,N/A,,,N/A,"a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.","a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,"38,00m²",,"56,00m²",,,,Imóvel ocupado,0,
N/A,"Sant'ana do Livramento / RS - Parque São José Rua Eliseu Campos,  913",https://www.portalzuk.com.br/imovel/rs/sant'ana-do-livramento/parque-sao-jose/rua-eliseu-campos-913/33552-205979,Lance inicial,54000.0050,22/07/2025 às 11:27,Este imóvel encontra-se ocupado no momento.,"23.647 do 1º CRI -  Sant'Ana do Livramento/RS
                                      -  Nº Contribuinte: 26703",,Banco Santander,N/A,,,N/A,"a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.","a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,"38,00m²",,"300,00m²",,,,Imóvel ocupado,0,
N/A,"Sarandi / PR - Parque Residencial Bela Vista Rua Araxá,  36B",https://www.portalzuk.com.br/imovel/pr/sarandi/parque-residencial-bela-vista/rua-araxa-36b/33552-205980,Lance inicial,139680.0050,22/07/2025 às 11:27,Este imóvel encontra-se ocupado no momento.,"50.131 do 1º CRI -  Sarandi/PR
                                      -  Nº Contribuinte: 453469",,Banco Santander,N/A,,,N/A,"a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.","a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,"75,00m²","75,00m²",,,,,Imóvel ocupado,0,
N/A,"Imbé / RS - Centro Rua Marau,  2465",https://www.portalzuk.com.br/imovel/rs/imbe/centro/rua-marau-2465/33552-205981,Lance inicial,219600.0048,22/07/2025 às 11:28,Este imóvel encontra-se ocupado no momento.,"170.751 do 1º CRI -  Tramandaí/RS
                                      -  Nº Contribuinte: 59009",,Banco Santander,N/A,,,N/A,"a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.","a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,"94,00m²",,"195,00m²",,,,Imóvel ocupado,0,
N/A,"Santa Inês / MA - Santa Filomena Rua Cp 16,  315",https://www.portalzuk.com.br/imovel/ma/santa-ines/santa-filomena/rua-cp-16-315/33552-205982,Lance inicial,239040.0050,22/07/2025 às 11:28,Este imóvel encontra-se desocupado no momento.,"21.867 do 1º CRI -  Santa Inês/MA
                                      -  Nº Contribuinte: 00033740024001",,Banco Santander,N/A,,,N/A,a. DESOCUPADO  b. OS DÉBITOS DE IPTU SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.,a. DESOCUPADO  b. OS DÉBITOS DE IPTU SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.,,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,"239,00m²","239,00m²","321,00m²",,,,Imóvel desocupado,0,
N/A,"Ituiutaba / MG - Lagoa Azul Ii Rua Alarico Novais,  187",https://www.portalzuk.com.br/imovel/mg/ituiutaba/lagoa-azul-ii/rua-alarico-novais-187/33552-205983,Lance inicial,75600.0046,22/07/2025 às 11:29,Este imóvel encontra-se desocupado no momento.,"27.882 do 2º CRI -  Ituiutaba/MG
                                      -  Nº Contribuinte: SO-22.10.001.002.001 id 3",,Banco Santander,N/A,,,N/A,a. DESOCUPADO  b. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.,a. DESOCUPADO  b. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.,,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,"76,00m²",,"210,00m²",,,,Imóvel desocupado,0,
N/A,"Ituiutaba / MG - Lagoa Azul Ii Rua José Fonseca,  268",https://www.portalzuk.com.br/imovel/mg/ituiutaba/lagoa-azul-ii/rua-jose-fonseca-268/33552-205984,Lance inicial,122400.0046,22/07/2025 às 11:29,Este imóvel encontra-se desocupado no momento.,"27.965 do 2º CRI -  Ituiutaba/MG
                                      -  Nº Contribuinte: SO.22.06.002.023.001",,Banco Santander,N/A,,,N/A,a. DESOCUPADO  b. OS DÉBITOS DE IPTU SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.,a. DESOCUPADO  b. OS DÉBITOS DE IPTU SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.,,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,"91,00m²",,"160,00m²",,,,Imóvel desocupado,0,
N/A,"Ribeirão Preto / SP - Loteamento Santa Marta Rua João Carvalho Rufino,  1400",https://www.portalzuk.com.br/imovel/sp/ribeirao-preto/loteamento-santa-marta/rua-joao-carvalho-rufino-1400/33552-205985,Lance inicial,93600.0046,22/07/2025 às 11:30,Este imóvel encontra-se desocupado no momento.,"204.490 do 2º CRI -  Ribeirão Preto/SP
                                      -  Nº Contribuinte: 387837",,Banco Santander,N/A,,,N/A,a. DESOCUPADO  b. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.,a. DESOCUPADO  b. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.,,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,,,,,"43,00m²",,Imóvel desocupado,0,
N/A,"São João de Meriti / RJ - Centro Avenida Nossa Senhora das Graças,  666",https://www.portalzuk.com.br/imovel/rj/sao-joao-de-meriti/centro/avenida-nossa-senhora-das-gracas-666/33552-205992,Lance inicial,499000.0024,22/07/2025 às 11:30,Este imóvel encontra-se desocupado no momento.,"17.550 do 1º CRI -  São João de Meriti/RJ
                                      -  Nº Contribuinte: 10146",,Banco Santander,N/A,,,N/A,1.:*DESOCUPADO*OS DEBITOS DE IPTU E CONDOMINIO SERAO QUITADOS PELO VENDEDOR ATE A DATA DO LEILAO.Condições de pagamento,1.:*DESOCUPADO*OS DEBITOS DE IPTU E CONDOMINIO SERAO QUITADOS PELO VENDEDOR ATE A DATA DO LEILAO.Condições de pagamento,,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,,,,,"157,00m²",,Imóvel desocupado,0,
N/A,"Ribeirão Preto / SP - Residencial Flórida Avenida Coronel Fernando Ferreira Leite,  535",https://www.portalzuk.com.br/imovel/sp/ribeirao-preto/residencial-florida/avenida-coronel-fernando-ferreira-leite-535/33552-205993,Lance inicial,199000.0032,22/07/2025 às 11:31,Este imóvel encontra-se desocupado no momento.,"178.628 do 1º CRI -  Ribeirão Preto/SP
                                      -  Nº Contribuinte: 344352",,Erro de requisição,N/A,,,N/A,"1.:* DESOCUPADO - SOCIEDADE DE COTAS DE PARTICIPACAO - SCP.* IMOVEL MOBILIADO. * ESTA NO POOL DO HOTEL MATIZ (ALTERACAO APROVADA EM ASSEMBLEIA, VIGENTE A PARTIR DE 01/06/23), GERANDO RENTABILIDADE APROXIMADA DE 0,5% AO MES COM CONTRATO (RENTALIDADE MEDIA APURADA NOS ULTIMOS 12 MESES).* NAO PODE SER USADO PARA MORADIA PROPRIA.Condições de pagamento","1.:* DESOCUPADO - SOCIEDADE DE COTAS DE PARTICIPACAO - SCP.* IMOVEL MOBILIADO. * ESTA NO POOL DO HOTEL MATIZ (ALTERACAO APROVADA EM ASSEMBLEIA, VIGENTE A PARTIR DE 01/06/23), GERANDO RENTABILIDADE APROXIMADA DE 0,5% AO MES COM CONTRATO (RENTALIDADE MEDIA APURADA NOS ULTIMOS 12 MESES).* NAO PODE SER USADO PARA MORADIA PROPRIA.Condições de pagamento",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,,,,,"29,00m²",,Imóvel desocupado,0,
N/A,"Rio Largo / AL - Prefeito Antônio L de Souza Rod Br 104,  07",https://www.portalzuk.com.br/imovel/al/rio-largo/prefeito-antonio-l-de-souza/rod-br-104-07/33552-205994,Lance inicial,79900.00,22/07/2025 às 11:31,Este imóvel encontra-se desocupado no momento.,"28.155 do 1º CRI -  Rio Largo/AL
                                      -  Nº Contribuinte: 43914",,Banco Santander,N/A,,,N/A,1. DESOCUPADO  2. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamento,1. DESOCUPADO  2. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamento,,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,"48,00m²","48,00m²","518,00m²",,,,Imóvel desocupado,0,
N/A,"Fortaleza / CE - Maraponga Rua Sebastião de Abreu,  177",https://www.portalzuk.com.br/imovel/ce/fortaleza/maraponga/rua-sebastiao-de-abreu-177/33552-206250,Lance inicial,109440.0052,22/07/2025 às 11:32,Este imóvel encontra-se ocupado no momento.,"42.122 do 6º CRI -  Fortaleza/CE
                                      -  Nº Contribuinte: 725360-5.",,Banco Santander,N/A,,,N/A,"a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.","a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,,,,,"65,00m²",,Imóvel ocupado,0,1
N/A,"Praia Grande / SP - Antártica Rua Walter Rossi,  210",https://www.portalzuk.com.br/imovel/sp/praia-grande/antartica/rua-walter-rossi-210/33552-206253,Lance inicial,100800.0049,22/07/2025 às 11:33,Este imóvel encontra-se ocupado no momento.,"222.150 do 1º CRI -  Praia Grande/SP
                                      -  Nº Contribuinte: 2.03.40.009.001.0002",,Erro de requisição,N/A,,,N/A,"a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.","a. OCUPADO  b. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  c. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,"36,00m²","36,00m²",,,,,Imóvel ocupado,0,
N/A,"Araguari / MG - Jardim Panorama Rua Abílio Ferreira,  251",https://www.portalzuk.com.br/imovel/mg/araguari/jardim-panorama/rua-abilio-ferreira-251/33552-206259,Lance inicial,180144.0067,22/07/2025 às 11:34,Este imóvel encontra-se ocupado no momento.,"1.283 do 1º CRI -  Araguari/MG
                                      -  Nº Contribuinte: 011210800007000010001",,Banco Santander,N/A,,,N/A,"A. OCUPADO  B. AÇÃO JUDICIAL - DECLARATÓRIA DE NULIDADE - PROC. Nº 5002457-35.2024.8.13.0035 EM TRÂMITE NA VARA CÍVEL DE ARAGUARI/MG.  C. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS: (I) À DESOCUPAÇÃO CONFORME CLAUSULA 4.12 DO EDITAL, (II) DECORRENTES DA AÇÃO JUDICIAL EM TRÂMITE.  D. O VENDEDOR RESPONDERÁ PELA EVICÇÃO DE DIREITOS CONFORME CLAUSULAS 4.8 A 4.10 DO EDITAL.  E. OS DÉBITOS DE IPTU SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.","A. OCUPADO  B. AÇÃO JUDICIAL - DECLARATÓRIA DE NULIDADE - PROC. Nº 5002457-35.2024.8.13.0035 EM TRÂMITE NA VARA CÍVEL DE ARAGUARI/MG.  C. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS: (I) À DESOCUPAÇÃO CONFORME CLAUSULA 4.12 DO EDITAL, (II) DECORRENTES DA AÇÃO JUDICIAL EM TRÂMITE.  D. O VENDEDOR RESPONDERÁ PELA EVICÇÃO DE DIREITOS CONFORME CLAUSULAS 4.8 A 4.10 DO EDITAL.  E. OS DÉBITOS DE IPTU SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,"144,00m²",,,,,,Imóvel ocupado,0,
N/A,"Campo Grande / MS - Vila Jardim Paulista Rua João Maluf,  334",https://www.portalzuk.com.br/imovel/ms/campo-grande/vila-jardim-paulista/rua-joao-maluf-334/33552-206260,Lance inicial,533520.0050,22/07/2025 às 11:34,Este imóvel encontra-se ocupado no momento.,"205.631 do 1º CRI -  Campo Grande/MS
                                      -  Nº Contribuinte: 08070070236.",,Banco Santander,N/A,,,N/A,"A. OCUPADO  B. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  C. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.","A. OCUPADO  B. FICARÃO A CARGO DO ARREMATANTE: TODAS AS PROVIDÊNCIAS, RISCOS, CUSTAS E DESPESAS NECESSÁRIAS À DESOCUPAÇÃO CONFORME CLAUSULA 4.12. DO EDITAL.  C. OS DÉBITOS DE IPTU E CONDOMÍNIO SERÃO QUITADOS PELO VENDEDOR ATÉ A DATA DO LEILÃO.Condições de pagamentoÀ vista ou Financiamento em até 420 meses.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-santander,,"170,00m²","840,00m²",,,,Imóvel ocupado,0,
